customer_id,customer_name,email,country,signup_date,customer_segment,lifetime_value
2368,Customer 02368,customer02368@example.test,Japan,2022-05-01,Basic,3912.70
2369,Customer 02369,customer02369@example.test,United Kingdom,2022-02-25,Standard,6721.88
2370,Customer 02370,customer02370@example.test,Brazil,2023-04-19,Standard,9279.89
2371,Customer 02371,customer02371@example.test,Brazil,2020-03-20,Standard,9774.08
2372,Customer 02372,customer02372@example.test,Canada,2023-03-04,Premium,8000.11
2373,Customer 02373,customer02373@example.test,Germany,2022-06-12,Basic,3655.11
2374,Customer 02374,customer02374@example.test,United Kingdom,2022-11-09,Basic,7219.33
2375,Customer 02375,customer02375@example.test,Australia,2022-01-24,Basic,4040.51
2376,Customer 02376,customer02376@example.test,France,2022-05-18,Premium,5009.31
2377,Customer 02377,customer02377@example.test,India,2020-03-11,Basic,7408.80
2378,Customer 02378,customer02378@example.test,Australia,2023-10-17,Basic,6980.11
2379,Customer 02379,customer02379@example.test,Canada,2023-08-14,Standard,6348.45
2380,Customer 02380,customer02380@example.test,Canada,2022-07-21,Standard,2594.33
2381,Customer 02381,customer02381@example.test,Canada,2023-05-18,Premium,1224.00
2382,Customer 02382,customer02382@example.test,Brazil,2024-04-27,Basic,7461.76
2383,Customer 02383,customer02383@example.test,Japan,2022-02-26,Basic,6146.33
2384,Customer 02384,customer02384@example.test,United States,2020-06-13,Premium,9185.59
2385,Customer 02385,customer02385@example.test,Canada,2022-05-16,Standard,2651.54
2386,Customer 02386,customer02386@example.test,Germany,2023-11-17,Basic,5591.02
2387,Customer 02387,customer02387@example.test,Japan,2023-09-10,Basic,3229.39
2388,Customer 02388,customer02388@example.test,Japan,2024-02-12,Basic,9116.50
2389,Customer 02389,customer02389@example.test,Brazil,2020-07-01,Basic,6004.26
2390,Customer 02390,customer02390@example.test,India,2024-05-09,Premium,2820.89
2391,Customer 02391,customer02391@example.test,France,2024-03-13,Basic,4173.02
2392,Customer 02392,customer02392@example.test,Germany,2023-12-02,Premium,1765.78
2393,Customer 02393,customer02393@example.test,United Kingdom,2024-07-29,Premium,1015.76
2394,Customer 02394,customer02394@example.test,Japan,2020-05-23,Basic,4370.90
2395,Customer 02395,customer02395@example.test,Germany,2023-09-02,Basic,4518.83
2396,Customer 02396,customer02396@example.test,Canada,2020-12-15,Standard,1954.54
2397,Customer 02397,customer02397@example.test,Canada,2023-12-12,Premium,5101.02
2398,Customer 02398,customer02398@example.test,United States,2021-01-07,Premium,4725.52
2399,Customer 02399,customer02399@example.test,France,2023-03-07,Premium,2107.01
2400,Customer 02400,customer02400@example.test,Canada,2020-04-30,Premium,2719.50
2401,Customer 02401,customer02401@example.test,Japan,2024-11-20,Standard,6572.86
2402,Customer 02402,customer02402@example.test,Brazil,2023-07-02,Basic,1741.95
2403,Customer 02403,customer02403@example.test,Germany,2020-06-12,Premium,3960.77
2404,Customer 02404,customer02404@example.test,Germany,2020-09-12,Premium,3587.72
2405,Customer 02405,customer02405@example.test,France,2020-03-01,Standard,5087.63
2406,Customer 02406,customer02406@example.test,Brazil,2023-10-09,Premium,640.22
2407,Customer 02407,customer02407@example.test,Australia,2021-06-28,Basic,6107.38
2408,Customer 02408,customer02408@example.test,Australia,2024-06-04,Premium,2213.21
2409,Customer 02409,customer02409@example.test,Australia,2022-12-05,Standard,6322.75
2410,Customer 02410,customer02410@example.test,Germany,2022-12-01,Standard,4962.19
2411,Customer 02411,customer02411@example.test,India,2024-03-30,Basic,4503.14
2412,Customer 02412,customer02412@example.test,India,2021-11-20,Basic,9333.92
2413,Customer 02413,customer02413@example.test,India,2021-12-03,Premium,9867.00
2414,Customer 02414,customer02414@example.test,Japan,2022-01-09,Standard,6404.79
2415,Customer 02415,customer02415@example.test,India,2020-04-27,Standard,8454.35
2416,Customer 02416,customer02416@example.test,Australia,2020-07-24,Standard,9128.28
2417,Customer 02417,customer02417@example.test,Japan,2023-12-01,Basic,8760.02
2418,Customer 02418,customer02418@example.test,Canada,2024-12-23,Premium,6311.47
2419,Customer 02419,customer02419@example.test,United States,2020-09-08,Standard,9972.60
2420,Customer 02420,customer02420@example.test,France,2023-12-03,Standard,4738.70
2421,Customer 02421,customer02421@example.test,United Kingdom,2023-06-20,Basic,4331.94
2422,Customer 02422,customer02422@example.test,France,2023-09-14,Premium,6690.68
2423,Customer 02423,customer02423@example.test,India,2024-07-22,Premium,6645.63
2424,Customer 02424,customer02424@example.test,Australia,2022-01-07,Basic,3413.37
2425,Customer 02425,customer02425@example.test,United Kingdom,2023-10-20,Premium,6362.37
2426,Customer 02426,customer02426@example.test,Japan,2022-09-19,Basic,6423.49
2427,Customer 02427,customer02427@example.test,Brazil,2024-06-14,Standard,4487.02
2428,Customer 02428,customer02428@example.test,Brazil,2022-09-02,Basic,4035.53
2429,Customer 02429,customer02429@example.test,France,2021-08-24,Basic,1501.15
2430,Customer 02430,customer02430@example.test,United States,2024-11-16,Basic,8229.87
2431,Customer 02431,customer02431@example.test,United States,2024-10-20,Premium,1340.72
2432,Customer 02432,customer02432@example.test,Brazil,2022-10-16,Standard,8727.86
2433,Customer 02433,customer02433@example.test,United States,2023-10-10,Standard,1762.16
2434,Customer 02434,customer02434@example.test,Brazil,2022-07-02,Standard,6948.30
2435,Customer 02435,customer02435@example.test,France,2023-01-12,Premium,2219.21
2436,Customer 02436,customer02436@example.test,Brazil,2020-12-15,Premium,4560.18
2437,Customer 02437,customer02437@example.test,Australia,2024-01-05,Premium,9741.30
2438,Customer 02438,customer02438@example.test,Japan,2021-10-30,Standard,2310.81
2439,Customer 02439,customer02439@example.test,Germany,2024-01-12,Basic,4994.39
2440,Customer 02440,customer02440@example.test,Brazil,2023-10-05,Basic,1423.50
2441,Customer 02441,customer02441@example.test,United Kingdom,2022-12-30,Premium,8341.84
2442,Customer 02442,customer02442@example.test,India,2023-11-17,Premium,9770.42
2443,Customer 02443,customer02443@example.test,Brazil,2023-03-25,Basic,3598.98
2444,Customer 02444,customer02444@example.test,Japan,2022-02-11,Basic,6732.92
2445,Customer 02445,customer02445@example.test,United States,2024-05-26,Standard,8477.18
2446,Customer 02446,customer02446@example.test,France,2021-04-22,Standard,1213.09
2447,Customer 02447,customer02447@example.test,Brazil,2021-08-18,Premium,934.69
2448,Customer 02448,customer02448@example.test,France,2021-11-27,Basic,9877.66
2449,Customer 02449,customer02449@example.test,India,2020-08-25,Premium,8947.81
2450,Customer 02450,customer02450@example.test,Japan,2021-10-03,Basic,7727.14
2451,Customer 02451,customer02451@example.test,Germany,2020-01-04,Premium,6187.22
2452,Customer 02452,customer02452@example.test,France,2023-01-01,Standard,4442.80
2453,Customer 02453,customer02453@example.test,India,2021-10-16,Basic,9792.91
2454,Customer 02454,customer02454@example.test,Canada,2024-06-19,Basic,6959.84
2455,Customer 02455,customer02455@example.test,France,2023-05-17,Premium,4145.15
2456,Customer 02456,customer02456@example.test,United States,2020-01-19,Standard,3312.72
2457,Customer 02457,customer02457@example.test,Germany,2020-10-23,Premium,5241.12
2458,Customer 02458,customer02458@example.test,United Kingdom,2023-10-24,Premium,6306.82
2459,Customer 02459,customer02459@example.test,Canada,2021-08-03,Basic,6976.70
2460,Customer 02460,customer02460@example.test,Australia,2024-10-05,Basic,3356.90
2461,Customer 02461,customer02461@example.test,United States,2021-09-24,Basic,1294.61
2462,Customer 02462,customer02462@example.test,United Kingdom,2021-07-14,Basic,8689.41
2463,Customer 02463,customer02463@example.test,United Kingdom,2021-03-17,Standard,7383.44
2464,Customer 02464,customer02464@example.test,Australia,2022-02-10,Standard,1601.19
2465,Customer 02465,customer02465@example.test,France,2024-08-22,Basic,9798.23
2466,Customer 02466,customer02466@example.test,France,2024-07-17,Basic,7714.64
2467,Customer 02467,customer02467@example.test,Canada,2020-04-17,Standard,7627.29
2468,Customer 02468,customer02468@example.test,Germany,2022-03-13,Basic,9566.95
2469,Customer 02469,customer02469@example.test,Canada,2024-10-03,Premium,5745.59
2470,Customer 02470,customer02470@example.test,India,2022-03-14,Standard,7108.28
2471,Customer 02471,customer02471@example.test,India,2022-08-27,Standard,4100.59
2472,Customer 02472,customer02472@example.test,United States,2020-05-27,Basic,2967.88
2473,Customer 02473,customer02473@example.test,France,2021-08-01,Basic,8978.45
2474,Customer 02474,customer02474@example.test,Japan,2023-01-27,Premium,1372.59
2475,Customer 02475,customer02475@example.test,Australia,2021-10-24,Basic,3188.44
2476,Customer 02476,customer02476@example.test,Canada,2022-07-26,Basic,1442.43
2477,Customer 02477,customer02477@example.test,United Kingdom,2022-06-23,Standard,9408.01
2478,Customer 02478,customer02478@example.test,France,2020-10-23,Premium,8434.30
2479,Customer 02479,customer02479@example.test,France,2024-03-12,Basic,6828.72
2480,Customer 02480,customer02480@example.test,India,2020-01-19,Basic,8977.29
2481,Customer 02481,customer02481@example.test,Brazil,2023-03-24,Basic,8236.55
2482,Customer 02482,customer02482@example.test,Canada,2024-10-24,Standard,9965.64
2483,Customer 02483,customer02483@example.test,Canada,2022-05-24,Premium,1007.13
2484,Customer 02484,customer02484@example.test,United Kingdom,2021-12-29,Premium,9909.70
2485,Customer 02485,customer02485@example.test,Brazil,2020-04-17,Basic,6816.76
2486,Customer 02486,customer02486@example.test,Japan,2021-11-24,Premium,6574.28
2487,Customer 02487,customer02487@example.test,Japan,2024-01-19,Premium,356.44
2488,Customer 02488,customer02488@example.test,France,2020-08-31,Standard,5123.61
2489,Customer 02489,customer02489@example.test,Canada,2021-09-11,Basic,7813.99
2490,Customer 02490,customer02490@example.test,Brazil,2022-02-07,Standard,9069.08
2491,Customer 02491,customer02491@example.test,Japan,2024-08-02,Standard,6630.49
2492,Customer 02492,customer02492@example.test,United Kingdom,2023-08-30,Standard,121.66
2493,Customer 02493,customer02493@example.test,Brazil,2020-09-02,Premium,1279.80
2494,Customer 02494,customer02494@example.test,United States,2022-09-28,Premium,241.45
2495,Customer 02495,customer02495@example.test,United Kingdom,2023-04-16,Standard,7274.24
2496,Customer 02496,customer02496@example.test,Brazil,2024-03-06,Basic,1898.93
2497,Customer 02497,customer02497@example.test,United Kingdom,2022-02-25,Basic,7368.73
2498,Customer 02498,customer02498@example.test,Germany,2022-06-07,Basic,1313.19
2499,Customer 02499,customer02499@example.test,India,2020-07-22,Premium,7484.40
2500,Customer 02500,customer02500@example.test,United States,2024-10-31,Premium,4250.19
2501,Customer 02501,customer02501@example.test,Australia,2024-07-22,Standard,5830.71
2502,Customer 02502,customer02502@example.test,United States,2024-08-01,Basic,5122.95
2503,Customer 02503,customer02503@example.test,United States,2020-05-10,Basic,5651.63
2504,Customer 02504,customer02504@example.test,Brazil,2024-01-01,Premium,6905.73
2505,Customer 02505,customer02505@example.test,Canada,2020-08-28,Basic,7289.86
2506,Customer 02506,customer02506@example.test,Australia,2021-01-03,Basic,4689.57
2507,Customer 02507,customer02507@example.test,India,2024-06-27,Premium,410.44
2508,Customer 02508,customer02508@example.test,France,2020-09-20,Basic,1690.41
2509,Customer 02509,customer02509@example.test,United States,2020-06-28,Standard,8928.10
2510,Customer 02510,customer02510@example.test,Australia,2024-03-22,Premium,1307.75
2511,Customer 02511,customer02511@example.test,Germany,2022-11-02,Standard,5708.73
2512,Customer 02512,customer02512@example.test,Japan,2020-12-17,Basic,0.89
2513,Customer 02513,customer02513@example.test,Germany,2021-05-23,Premium,9921.77
2514,Customer 02514,customer02514@example.test,Germany,2022-11-29,Basic,5600.46
2515,Customer 02515,customer02515@example.test,Canada,2022-06-30,Basic,5142.66
2516,Customer 02516,customer02516@example.test,India,2023-11-24,Basic,9550.25
2517,Customer 02517,customer02517@example.test,United States,2021-12-22,Basic,2200.32
2518,Customer 02518,customer02518@example.test,Brazil,2023-11-09,Basic,8595.84
2519,Customer 02519,customer02519@example.test,France,2020-04-01,Premium,1972.09
2520,Customer 02520,customer02520@example.test,Germany,2020-10-17,Premium,1407.27
2521,Customer 02521,customer02521@example.test,United States,2023-05-18,Premium,6205.29
2522,Customer 02522,customer02522@example.test,Germany,2022-01-05,Premium,7645.21
2523,Customer 02523,customer02523@example.test,Japan,2023-06-28,Premium,5765.58
2524,Customer 02524,customer02524@example.test,Germany,2021-06-06,Standard,6813.32
2525,Customer 02525,customer02525@example.test,Japan,2020-11-30,Standard,872.98
2526,Customer 02526,customer02526@example.test,Japan,2021-06-04,Basic,1502.02
2527,Customer 02527,customer02527@example.test,France,2023-01-02,Premium,6601.50
2528,Customer 02528,customer02528@example.test,Germany,2024-02-09,Basic,7306.50
2529,Customer 02529,customer02529@example.test,France,2023-08-15,Basic,3902.19
2530,Customer 02530,customer02530@example.test,United States,2023-02-28,Basic,1720.11
2531,Customer 02531,customer02531@example.test,Canada,2022-05-09,Standard,8260.51
2532,Customer 02532,customer02532@example.test,Japan,2022-06-07,Premium,6329.28
2533,Customer 02533,customer02533@example.test,Brazil,2021-05-21,Standard,1306.74
2534,Customer 02534,customer02534@example.test,Brazil,2022-12-24,Basic,5750.06
2535,Customer 02535,customer02535@example.test,Brazil,2022-04-13,Standard,6712.74
2536,Customer 02536,customer02536@example.test,India,2020-07-01,Standard,8158.66
2537,Customer 02537,customer02537@example.test,Canada,2021-07-13,Premium,2869.39
2538,Customer 02538,customer02538@example.test,Brazil,2020-01-21,Standard,2330.20
2539,Customer 02539,customer02539@example.test,Brazil,2022-02-14,Premium,1842.67
2540,Customer 02540,customer02540@example.test,Germany,2022-12-14,Basic,8612.40
2541,Customer 02541,customer02541@example.test,United Kingdom,2024-07-10,Premium,5546.54
2542,Customer 02542,customer02542@example.test,Germany,2021-12-15,Basic,2842.20
2543,Customer 02543,customer02543@example.test,Brazil,2023-05-29,Premium,1790.41
2544,Customer 02544,customer02544@example.test,Japan,2021-10-13,Premium,3619.40
2545,Customer 02545,customer02545@example.test,United States,2024-07-08,Basic,6235.01
2546,Customer 02546,customer02546@example.test,Japan,2024-12-11,Standard,6210.82
2547,Customer 02547,customer02547@example.test,Germany,2020-09-18,Premium,7200.13
2548,Customer 02548,customer02548@example.test,Canada,2022-11-17,Basic,1325.06
2549,Customer 02549,customer02549@example.test,Japan,2020-10-19,Basic,7711.46
2550,Customer 02550,customer02550@example.test,Australia,2021-07-01,Basic,6702.42
2551,Customer 02551,customer02551@example.test,France,2022-01-28,Basic,6382.71
2552,Customer 02552,customer02552@example.test,United Kingdom,2022-05-06,Premium,4602.82
2553,Customer 02553,customer02553@example.test,United Kingdom,2021-12-25,Basic,3007.52
2554,Customer 02554,customer02554@example.test,Japan,2021-07-18,Basic,9874.19
2555,Customer 02555,customer02555@example.test,France,2024-01-11,Standard,6665.11
2556,Customer 02556,customer02556@example.test,Brazil,2024-10-23,Standard,4262.61
2557,Customer 02557,customer02557@example.test,India,2024-04-27,Premium,6655.06
2558,Customer 02558,customer02558@example.test,Brazil,2020-06-11,Basic,2516.96
2559,Customer 02559,customer02559@example.test,Canada,2020-07-10,Basic,602.00
2560,Customer 02560,customer02560@example.test,Germany,2020-06-22,Basic,9747.44
2561,Customer 02561,customer02561@example.test,Australia,2022-10-06,Standard,7099.20
2562,Customer 02562,customer02562@example.test,Canada,2022-11-07,Standard,5219.86
2563,Customer 02563,customer02563@example.test,United States,2022-11-20,Basic,1307.48
2564,Customer 02564,customer02564@example.test,Australia,2022-04-10,Basic,1994.22
2565,Customer 02565,customer02565@example.test,Australia,2024-08-29,Basic,4456.22
2566,Customer 02566,customer02566@example.test,United States,2023-12-09,Basic,3618.22
2567,Customer 02567,customer02567@example.test,United States,2021-05-15,Basic,6387.85
2568,Customer 02568,customer02568@example.test,United Kingdom,2020-03-27,Premium,7072.87
2569,Customer 02569,customer02569@example.test,United States,2024-12-11,Premium,1833.05
2570,Customer 02570,customer02570@example.test,India,2020-06-02,Premium,5386.37
2571,Customer 02571,customer02571@example.test,Australia,2021-12-24,Standard,5195.77
2572,Customer 02572,customer02572@example.test,Canada,2022-02-15,Standard,1187.33
2573,Customer 02573,customer02573@example.test,France,2021-11-23,Basic,8921.04
2574,Customer 02574,customer02574@example.test,Brazil,2024-04-18,Standard,3137.10
2575,Customer 02575,customer02575@example.test,Germany,2022-09-16,Standard,2234.15
2576,Customer 02576,customer02576@example.test,Japan,2020-01-05,Premium,9678.94
2577,Customer 02577,customer02577@example.test,United States,2021-09-16,Premium,9808.53
2578,Customer 02578,customer02578@example.test,United Kingdom,2022-08-06,Premium,3730.24
2579,Customer 02579,customer02579@example.test,United Kingdom,2020-01-13,Standard,3128.43
2580,Customer 02580,customer02580@example.test,Brazil,2021-12-25,Premium,3667.09
2581,Customer 02581,customer02581@example.test,Canada,2024-12-28,Standard,3717.54
2582,Customer 02582,customer02582@example.test,Brazil,2020-01-19,Standard,5159.47
2583,Customer 02583,customer02583@example.test,Brazil,2021-02-08,Basic,5393.02
2584,Customer 02584,customer02584@example.test,Japan,2020-11-10,Premium,9574.64
2585,Customer 02585,customer02585@example.test,Australia,2022-09-25,Premium,8068.24
2586,Customer 02586,customer02586@example.test,Germany,2023-09-06,Premium,4935.63
2587,Customer 02587,customer02587@example.test,India,2022-03-20,Standard,3822.01
2588,Customer 02588,customer02588@example.test,Canada,2022-05-27,Basic,8509.65
2589,Customer 02589,customer02589@example.test,Brazil,2021-07-05,Standard,6881.59
2590,Customer 02590,customer02590@example.test,United Kingdom,2024-09-15,Premium,1466.68
2591,Customer 02591,customer02591@example.test,Japan,2021-12-25,Premium,3766.87
2592,Customer 02592,customer02592@example.test,France,2024-12-14,Premium,1987.75
2593,Customer 02593,customer02593@example.test,Australia,2021-08-06,Premium,4137.11
2594,Customer 02594,customer02594@example.test,India,2022-05-12,Premium,1680.99
2595,Customer 02595,customer02595@example.test,France,2023-09-26,Standard,6975.57
2596,Customer 02596,customer02596@example.test,Brazil,2021-06-28,Standard,5128.24
2597,Customer 02597,customer02597@example.test,United Kingdom,2023-01-31,Basic,7490.19
2598,Customer 02598,customer02598@example.test,India,2020-09-17,Standard,5262.36
2599,Customer 02599,customer02599@example.test,Japan,2024-01-26,Premium,1150.63
2600,Customer 02600,customer02600@example.test,Australia,2020-08-08,Premium,1630.97
2601,Customer 02601,customer02601@example.test,United States,2021-12-05,Premium,8046.61
2602,Customer 02602,customer02602@example.test,France,2023-11-02,Premium,7112.59
2603,Customer 02603,customer02603@example.test,India,2024-08-26,Standard,6260.90
2604,Customer 02604,customer02604@example.test,Australia,2024-02-19,Standard,5035.18
2605,Customer 02605,customer02605@example.test,Germany,2021-08-15,Standard,866.27
2606,Customer 02606,customer02606@example.test,Japan,2024-04-07,Premium,6476.14
2607,Customer 02607,customer02607@example.test,United States,2020-11-08,Premium,2615.84
2608,Customer 02608,customer02608@example.test,Brazil,2021-07-29,Standard,7350.05
2609,Customer 02609,customer02609@example.test,Japan,2021-05-21,Premium,4969.12
2610,Customer 02610,customer02610@example.test,Brazil,2023-12-17,Basic,7659.39
2611,Customer 02611,customer02611@example.test,Canada,2022-10-25,Premium,8963.98
2612,Customer 02612,customer02612@example.test,Canada,2023-04-25,Premium,1263.12
2613,Customer 02613,customer02613@example.test,Japan,2020-09-27,Premium,2871.64
2614,Customer 02614,customer02614@example.test,Canada,2021-01-28,Standard,185.19
2615,Customer 02615,customer02615@example.test,France,2023-06-16,Premium,9063.36
2616,Customer 02616,customer02616@example.test,Japan,2020-04-14,Standard,5504.72
2617,Customer 02617,customer02617@example.test,France,2021-09-19,Premium,3525.08
2618,Customer 02618,customer02618@example.test,United Kingdom,2022-05-22,Premium,5346.30
2619,Customer 02619,customer02619@example.test,Australia,2022-05-24,Standard,1154.00
2620,Customer 02620,customer02620@example.test,India,2021-07-05,Standard,9888.05
2621,Customer 02621,customer02621@example.test,Japan,2021-12-19,Premium,3353.77
2622,Customer 02622,customer02622@example.test,Canada,2020-04-07,Premium,5.61
2623,Customer 02623,customer02623@example.test,India,2020-04-16,Premium,2991.76
2624,Customer 02624,customer02624@example.test,Germany,2022-08-24,Basic,1056.56
2625,Customer 02625,customer02625@example.test,Canada,2022-06-01,Standard,9943.94
2626,Customer 02626,customer02626@example.test,India,2022-10-03,Standard,3191.41
2627,Customer 02627,customer02627@example.test,Brazil,2020-08-16,Basic,143.25
2628,Customer 02628,customer02628@example.test,United States,2023-10-30,Premium,3473.00
2629,Customer 02629,customer02629@example.test,India,2022-01-08,Basic,8166.39
2630,Customer 02630,customer02630@example.test,United States,2023-04-21,Basic,3896.42
2631,Customer 02631,customer02631@example.test,Germany,2021-05-02,Premium,6127.11
2632,Customer 02632,customer02632@example.test,Brazil,2022-02-25,Premium,1368.23
2633,Customer 02633,customer02633@example.test,Brazil,2023-07-13,Premium,6150.54
2634,Customer 02634,customer02634@example.test,France,2024-12-15,Premium,7388.89
2635,Customer 02635,customer02635@example.test,Brazil,2022-07-01,Premium,9875.67
2636,Customer 02636,customer02636@example.test,India,2023-01-24,Standard,7605.85
2637,Customer 02637,customer02637@example.test,France,2022-08-29,Basic,7557.81
2638,Customer 02638,customer02638@example.test,Australia,2020-11-10,Premium,2010.19
2639,Customer 02639,customer02639@example.test,United States,2022-05-06,Basic,2647.92
2640,Customer 02640,customer02640@example.test,United States,2024-12-30,Standard,9383.84
2641,Customer 02641,customer02641@example.test,United Kingdom,2022-01-19,Basic,7521.70
2642,Customer 02642,customer02642@example.test,Japan,2020-08-28,Premium,5062.74
2643,Customer 02643,customer02643@example.test,United States,2022-05-08,Basic,8293.03
2644,Customer 02644,customer02644@example.test,Canada,2020-02-14,Basic,2874.65
2645,Customer 02645,customer02645@example.test,Canada,2023-11-27,Standard,476.52
2646,Customer 02646,customer02646@example.test,Australia,2023-03-05,Basic,1994.29
2647,Customer 02647,customer02647@example.test,Japan,2024-02-25,Standard,7179.53
2648,Customer 02648,customer02648@example.test,United States,2022-12-26,Premium,1735.58
2649,Customer 02649,customer02649@example.test,United States,2022-06-15,Standard,5898.22
2650,Customer 02650,customer02650@example.test,Japan,2024-05-15,Standard,6367.14
2651,Customer 02651,customer02651@example.test,France,2021-07-10,Premium,37.75
2652,Customer 02652,customer02652@example.test,France,2020-11-23,Basic,7305.65
2653,Customer 02653,customer02653@example.test,United States,2020-01-19,Standard,5282.91
2654,Customer 02654,customer02654@example.test,United States,2023-12-20,Standard,3181.48
2655,Customer 02655,customer02655@example.test,France,2024-10-11,Standard,7426.58
2656,Customer 02656,customer02656@example.test,United States,2021-07-03,Premium,1794.20
2657,Customer 02657,customer02657@example.test,Australia,2021-04-03,Basic,2497.88
2658,Customer 02658,customer02658@example.test,Australia,2021-08-20,Basic,1553.35
2659,Customer 02659,customer02659@example.test,Germany,2024-12-14,Premium,2835.71
2660,Customer 02660,customer02660@example.test,Australia,2024-11-23,Basic,2611.03
2661,Customer 02661,customer02661@example.test,France,2024-08-13,Basic,1218.28
2662,Customer 02662,customer02662@example.test,India,2020-01-03,Basic,6345.55
2663,Customer 02663,customer02663@example.test,India,2022-01-25,Premium,9924.01
2664,Customer 02664,customer02664@example.test,United States,2023-12-15,Standard,7571.55
2665,Customer 02665,customer02665@example.test,Japan,2020-09-30,Basic,3092.20
2666,Customer 02666,customer02666@example.test,Australia,2021-10-26,Basic,8555.56
2667,Customer 02667,customer02667@example.test,India,2020-01-22,Premium,7659.60
2668,Customer 02668,customer02668@example.test,Canada,2021-07-26,Standard,163.98
2669,Customer 02669,customer02669@example.test,Brazil,2023-01-05,Basic,7819.96
2670,Customer 02670,customer02670@example.test,Japan,2023-11-10,Basic,2698.45
2671,Customer 02671,customer02671@example.test,United States,2024-11-16,Premium,8565.26
2672,Customer 02672,customer02672@example.test,France,2022-06-24,Standard,2818.50
2673,Customer 02673,customer02673@example.test,Japan,2021-02-21,Premium,4677.23
2674,Customer 02674,customer02674@example.test,Japan,2021-04-19,Standard,1555.39
2675,Customer 02675,customer02675@example.test,Brazil,2022-09-08,Standard,1903.30
2676,Customer 02676,customer02676@example.test,Canada,2022-07-29,Premium,1980.33
2677,Customer 02677,customer02677@example.test,United Kingdom,2023-03-12,Basic,1891.70
2678,Customer 02678,customer02678@example.test,Germany,2023-08-19,Premium,3252.26
2679,Customer 02679,customer02679@example.test,Canada,2020-11-29,Standard,7207.56
2680,Customer 02680,customer02680@example.test,France,2023-05-29,Premium,1504.94
2681,Customer 02681,customer02681@example.test,Japan,2020-05-27,Premium,4771.27
2682,Customer 02682,customer02682@example.test,Japan,2023-08-14,Premium,7594.90
2683,Customer 02683,customer02683@example.test,Canada,2022-12-14,Basic,7868.97
2684,Customer 02684,customer02684@example.test,Australia,2024-07-12,Basic,1045.74
2685,Customer 02685,customer02685@example.test,Japan,2022-02-12,Premium,1153.80
2686,Customer 02686,customer02686@example.test,Australia,2024-08-19,Basic,9800.80
2687,Customer 02687,customer02687@example.test,Canada,2020-03-30,Premium,8075.26
2688,Customer 02688,customer02688@example.test,Germany,2020-06-20,Premium,9841.91
2689,Customer 02689,customer02689@example.test,Australia,2023-07-08,Premium,8301.16
2690,Customer 02690,customer02690@example.test,United States,2020-08-05,Basic,8580.02
2691,Customer 02691,customer02691@example.test,Brazil,2021-11-24,Premium,1459.93
2692,Customer 02692,customer02692@example.test,United Kingdom,2022-09-10,Premium,3223.16
2693,Customer 02693,customer02693@example.test,United Kingdom,2021-11-10,Premium,2556.52
2694,Customer 02694,customer02694@example.test,United States,2020-04-24,Basic,2804.48
2695,Customer 02695,customer02695@example.test,United States,2023-07-09,Premium,222.38
2696,Customer 02696,customer02696@example.test,Australia,2024-08-16,Premium,5710.98
2697,Customer 02697,customer02697@example.test,Brazil,2021-08-30,Basic,9295.17
2698,Customer 02698,customer02698@example.test,Japan,2024-09-09,Premium,12.69
2699,Customer 02699,customer02699@example.test,Australia,2021-04-04,Premium,4478.83
2700,Customer 02700,customer02700@example.test,Canada,2022-02-28,Standard,6871.99
2701,Customer 02701,customer02701@example.test,France,2021-08-10,Basic,4034.33
2702,Customer 02702,customer02702@example.test,Brazil,2023-11-07,Standard,1777.95
2703,Customer 02703,customer02703@example.test,France,2020-08-13,Premium,2955.03
2704,Customer 02704,customer02704@example.test,Brazil,2022-01-01,Basic,3499.35
2705,Customer 02705,customer02705@example.test,India,2020-08-30,Premium,9390.90
2706,Customer 02706,customer02706@example.test,Canada,2020-03-29,Premium,4494.49
2707,Customer 02707,customer02707@example.test,India,2022-12-22,Basic,1901.75
2708,Customer 02708,customer02708@example.test,Japan,2023-10-23,Premium,9365.01
2709,Customer 02709,customer02709@example.test,Germany,2023-09-28,Basic,8572.76
2710,Customer 02710,customer02710@example.test,India,2021-08-10,Premium,2842.61
2711,Customer 02711,customer02711@example.test,India,2022-10-19,Standard,8501.00
2712,Customer 02712,customer02712@example.test,Brazil,2023-12-27,Premium,9035.72
2713,Customer 02713,customer02713@example.test,Canada,2020-10-31,Standard,1549.58
2714,Customer 02714,customer02714@example.test,United Kingdom,2022-03-10,Basic,8355.58
2715,Customer 02715,customer02715@example.test,United Kingdom,2024-05-27,Premium,1186.61
2716,Customer 02716,customer02716@example.test,Japan,2023-03-29,Basic,2920.03
2717,Customer 02717,customer02717@example.test,Brazil,2020-10-23,Standard,1337.30
2718,Customer 02718,customer02718@example.test,Japan,2021-01-07,Standard,3348.26
2719,Customer 02719,customer02719@example.test,Japan,2022-10-09,Standard,7271.04
2720,Customer 02720,customer02720@example.test,India,2022-04-27,Premium,8411.05
2721,Customer 02721,customer02721@example.test,France,2023-09-01,Standard,4389.96
2722,Customer 02722,customer02722@example.test,United Kingdom,2023-01-30,Basic,5596.99
2723,Customer 02723,customer02723@example.test,United States,2022-10-05,Basic,8613.04
2724,Customer 02724,customer02724@example.test,Japan,2021-04-16,Premium,6091.84
2725,Customer 02725,customer02725@example.test,Japan,2024-01-04,Basic,6059.47
2726,Customer 02726,customer02726@example.test,France,2024-05-09,Basic,914.88
2727,Customer 02727,customer02727@example.test,India,2021-04-26,Premium,2131.54
